text,sentiment,sentiment_encoded,processed_text
"Y'all can have all the toilet paper. All I'm saying is the boxed wine better still be at the grocery store after work today.

#Covid_19 #coronavirus #coronapocalypse #selfisolating #wine #groceries #necessary",Positive,2,yall toilet paper im saying boxed wine better still grocery store work today covid coronavirus coronapocalypse selfisolating wine grocery necessary
"While I don't like all of Amazon's choices, today I learned that when toilet paper companies attempted to raise prices, Amazon canceled their distribution. #Covid_19",Positive,2,dont like amazon choice today learned toilet paper company attempted raise price amazon canceled distribution covid
"fuck coronavirus

who has a bill coming up that theyre not sure theyre gonna be able to pay

send me your bill and your venmo",Negative,0,fuck coronavirus bill coming theyre sure theyre gon na able pay send bill venmo
"You know what's super great? 

When you're trying to food prep &amp; stock up on food/household goods BECAUSE YOU HAVE A BABY COMING IN A FEW WEEKS, but everything is sold out (diapers included) due to all the paranoid fearful people out there. 

Nice job, people. #Covid_19",Positive,2,know whats super great youre trying food prep amp stock foodhousehold good baby coming week everything sold diaper included due paranoid fearful people nice job people covid
"#Covid_19 
If anyones planing on buying food for stock piles, don't forget about your pets!!! They need to eat too!",Negative,0,covid anyones planing buying food stock pile dont forget pet need eat
"In non-COVID-19 news: This week's Starting Up features @grocerkey, a company that develops software you might have used for buying groceries online. ",Neutral,1,noncovid news week starting feature grocerkey company develops software might used buying grocery online
When was the last time before this week you all went to the Supermarket?  2017?  #Covid_19,Neutral,1,last time week went supermarket covid
In NO-Surprise News: Americans Stock Up On Food as COVID-19 Concerns Rise [Sales by Non-Perishable Product Category] via @StatistaCharts ,Negative,0,nosurprise news american stock food covid concern rise sale nonperishable product category via statistacharts
For More details -  ,Neutral,1,detail
"Out shopping with my elderly folks at local supermarket this morning 

Fascinating observing behaviours

Panic buying in place. Not helpful for the vulnerable.

No toilet roll, no soap and no pasta left and its only 11am!

#coronavirus #Covid_19 ",Negative,0,shopping elderly folk local supermarket morning fascinating observing behaviour panic buying place helpful vulnerable toilet roll soap pasta left its am coronavirus covid
"The way #Sensex is falling in last few days, speculative investment will happen and people will buy more and more gold, which will further increase our current account deficit. Tough days for our economy going ahead when it was already not doing good.",Negative,0,way sensex falling last day speculative investment happen people buy gold increase current account deficit tough day economy going ahead already good
"The potato section in the Belgian supermarket @DelhaizeBelgium. It seems that next to toilet papers and pasta, potatos are of high demand. Let me fool myself for a moment, let's hope that this is for the reason of high interest in Belgian fries.
#Covid_19 #coronavirus #Belgium ",Positive,2,potato section belgian supermarket delhaizebelgium seems next toilet paper pasta potato high demand let fool moment let hope reason high interest belgian fry covid coronavirus belgium
"Contrast in measures: today in Beijing, I went to the supermarket, and besides having my temperature checked at least 4 times in the same mall, I had to scan a QR code and input my name + phone number. #Covid_19",Positive,2,contrast measure today beijing went supermarket besides temperature checked least time mall scan qr code input name phone number covid
@NewsDataDaily this is the situation at the moment in #Milan people queuing outside the supermarket to shop 1m away from each other. #lockdown #Covid_19 ?? ,Neutral,1,newsdatadaily situation moment milan people queuing outside supermarket shop m away lockdown covid
Supermarket rationing! #Covid_19 ,Neutral,1,supermarket rationing covid
"Compliance is a key issue for successfully beating #Covid_19. For example, no one in Italy can be unaware of what's happening. Yet I just heard from a friend, out at a supermarket in Rome - a mother was shopping with her sick child who was coughing and sneezing over everyone.",Negative,0,compliance key issue successfully beating covid example one italy unaware whats happening yet heard friend supermarket rome mother shopping sick child coughing sneezing everyone
"Steve from Billericay asks great question if you get #Covid_19 by touching fruit and veg in the supermarket if its been handled. 

@BBCEssex virologist expert says the risk is low but you could use a paper bag as an intermediary to pick them up #Coronavirus",Positive,2,steve billericay asks great question get covid touching fruit veg supermarket its handled bbcessex virologist expert say risk low could use paper bag intermediary pick coronavirus
"Online shopping critical for many. But not easy for all and not for all services beyond groceries. If you have #Covid_19 high risk family in the Durham area and need items leaving on a porch, whatever they may be, let me know and we can make it happen. Support each other. 1/2",Negative,0,online shopping critical many easy service beyond grocery covid high risk family durham area need item leaving porch whatever may let know make happen support
"Oh, theres so little left. Creamed Eels? Corn Nog? Wadded Beef? ",Neutral,1,oh theres little left creamed eel corn nog wadded beef
I need to start editing so i can chill inside while the #Covid_19 is going on so I dont get sick since I work in one of the epicenters of Californias #CoronavirusPandemic . Working in a grocery store rn is just wow.,Positive,2,need start editing chill inside covid going dont get sick since work one epicenter california coronaviruspandemic working grocery store rn wow
Survival tip #100029 for #Covid_19 : Ration the food and consumables you already have..dont be an absolute bumder and raid every shops nook and cranny so no one else can have stuff. Panic buying virgins.,Negative,0,survival tip covid ration food consumables already havedont absolute bumder raid every shop nook cranny one else stuff panic buying virgin
"My husband's newest activity? Wait in line at the grocery store. Not to pay, but to get in. Only 1-2 allowed to enter at a time. #Covid_19 #CoronaVirusitaly",Neutral,1,husband newest activity wait line grocery store pay get allowed enter time covid coronavirusitaly
"@RealJamesWoods @DastardlyJabby Im not panicking. I bought my masks, gloves, food, and toilet rolls a month ago. They had loads in stock back then. Im not panicking because I DID NOT listen to government advice. I did my own research, read medical jou",Positive,2,realjameswoods dastardlyjabby im panicking bought mask glove food toilet roll month ago load stock back im panicking listen government advice research read medical jou
"The parade of pharma, and other consumer issues is about the MARKET. Plain and simple. This sociopath does not care about us. #coronapocalypse #Covid_19",Negative,0,parade pharma consumer issue market plain simple sociopath care u coronapocalypse covid
"Maybe if the media stopped predicting what product will be panic-bought next, people would stop hoarding random stuff and getting arrested at the supermarket. #Covid_19 #ToiletPaperEmergency #coronavirus",Negative,0,maybe medium stopped predicting product panicbought next people would stop hoarding random stuff getting arrested supermarket covid toiletpaperemergency coronavirus
CONSUMER CASTING CALL - what do your store shelves look like as you shop for #coronavirus supplies? ,Positive,2,consumer casting call store shelf look like shop coronavirus supply
The empty shelves of fruits-vegetables-breads-cereals in a @LidlBelgium store in #Leuven clearly depicts the rush and an urgency of people to self quarantine themselves to contain the spread of #Covid_19. Don't panic! @LidlBelgium is always there for your grocery support! ?? ,Positive,2,empty shelf fruitsvegetablesbreadscereals lidlbelgium store leuven clearly depicts rush urgency people self quarantine contain spread covid dont panic lidlbelgium always grocery support
Stock up food water everything you need...Marshall Law is on its way yall.. Trump just shook hands with a Brazilian man who is positive.. He needs to be tested #coronavirus,Positive,2,stock food water everything needmarshall law way yall trump shook hand brazilian man positive need tested coronavirus
"Didn't think we would ever face a zombie movie kinda in real life. Grocery store shelf's empty, No ppl in the tram, ppl covering their faces with masks, and the best part roads are empty. #Covid_19 #ZombieApocalypse",Positive,2,didnt think would ever face zombie movie kinda real life grocery store shelf empty ppl tram ppl covering face mask best part road empty covid zombieapocalypse
COVID-19 might be presenting online shopping platforms their greatest opportunity.,Positive,2,covid might presenting online shopping platform greatest opportunity
"The Coronavirus is doing more for this Country than any President! Lowering Airline Prices, Gas Prices, Free Sick Days from work/school, &amp; less traffic

#Covid_19 for President 2020.
Dont Forget to Vote Y'all!

#EmergencyUBI #Medicare4All #EmergencyUBI #EmergencyUBI #EmergencyUBI",Negative,0,coronavirus country president lowering airline price gas price free sick day workschool amp less traffic covid president dont forget vote yall emergencyubi medicareall emergencyubi emergencyubi emergencyubi
Collins Food advises ASX that a KFC staff member has contracted COVID 19 - stock is down 15% this afternoon: ,Neutral,1,collins food advises asx kfc staff member contracted covid stock afternoon
This grocery store reminds me of a college bar at last call; pickings are slim but nobody wants to go home empty handed. #coronavirus #Covid_19 #panicbuying #QuarantineAndChill,Negative,0,grocery store reminds college bar last call picking slim nobody want go home empty handed coronavirus covid panicbuying quarantineandchill
"A ""consumer reminder/tip"": no need to push/shove for access to the hand soap section. Go three isles over to the dishwashing soap section and buy the same product for less. Let's be smart and stay calm out there. #Covid_19 #coronapocalypse #CoronaOutbreak",Positive,2,consumer remindertip need pushshove access hand soap section go three isle dishwashing soap section buy product less let smart stay calm covid coronapocalypse coronaoutbreak
"I went shopping today and the part of town the supermarket is in has a lot of SE Asian people living nearby, so obvs using the same shop. The racism and ingnrance I heard and witnessed is 1 of the byproducts of this bullshit I cant handle! #Covid_19 #coronavirus #CoronaOutbreak",Negative,0,went shopping today part town supermarket lot se asian people living nearby obvs using shop racism ingnrance heard witnessed byproduct bullshit cant handle covid coronavirus coronaoutbreak
I work in retail I understand people need food but something is going to have to b done because everyone is in the store young and old. Need to look after the staffs health aswell as the public #Covid_19,Neutral,1,work retail understand people need food something going b done everyone store young old need look staff health aswell public covid
"Sporting events, broadway shows, and schools getting closed....travel being restricted....Fill the time by shopping online @ ",Negative,0,sporting event broadway show school getting closedtravel restrictedfill time shopping online
"So, I just ran out and spent another $50 on stuff I might or might not need at the grocery store. #coronavirus",Neutral,1,ran spent another stuff might might need grocery store coronavirus
With a news of #CoronaOutbreak there's been intolerable &amp; scandalous increase in prices of surgical masks on @amazonIN and @Flipkart. In time of fighting together @amazonIN @Flipkart please restrain yours sellers doing malign buisness @drharshvardhan @MoHFW_INDIA #COVID2019,Negative,0,news coronaoutbreak there intolerable amp scandalous increase price surgical mask amazonin flipkart time fighting together amazonin flipkart please restrain seller malign buisness drharshvardhan mohfwindia covid
"Impact of #Covid_19, fall in #Crude prices and #YesBank crisis on #markets is short term. Consider each dip as an opportunity to buy. 
To know more, read this article from our Equity Desk. 
",Negative,0,impact covid fall crude price yesbank crisis market short term consider dip opportunity buy know read article equity desk
"In addition to health care professionals, shout out to all the grocery store workers who are working non-stop. #Covid_19",Positive,2,addition health care professional shout grocery store worker working nonstop covid
"I was at the grocery store this morning at 6:30. Surprisingly crowded. No meat. No chicken. No beef. No pork. Got toilet paper though, so it was totally worth it. #happyfridaythe13th #Covid_19",Negative,0,grocery store morning surprisingly crowded meat chicken beef pork got toilet paper though totally worth happyfridaytheth covid
"When I went to the grocery store earlier, I expected the toilet paper aisle to be barren, but the water aisle?!? Why? Nobody needs a pallet or gross of anything. Just use common sense people. #Covid_19 #coronavirus",Negative,0,went grocery store earlier expected toilet paper aisle barren water aisle nobody need pallet gross anything use common sense people covid coronavirus
"#Covid_19 
Intense grocery store lines in New York City &amp; elsewhere as people prepare for what could be a long stretch at home.The global pandemic has affected various aspects of life in the US reveals the unique nature of this crisis .
#CoronaVirusPakistan 
#CoronaOutbreak ",Negative,0,covid intense grocery store line new york city amp elsewhere people prepare could long stretch homethe global pandemic affected various aspect life u reveals unique nature crisis coronaviruspakistan coronaoutbreak
"Riddle me this, Batman... Why would you buy 20 Glasses of Pasta Sauce when the supermarket is out of pasta? #Covid_19 #FckCorona #CalmDown",Neutral,1,riddle batman would buy glass pasta sauce supermarket pasta covid fckcorona calmdown
"Can you imagine if one person in this supermarket has #Covid_19 and sneezes or coughs, touches anything.. panic will get most of you getting it because you all rush to a public space in the name of shopping #coronaInkenya #coronavirusinKenya #CoronaVirusUpdate #KOT ",Negative,0,imagine one person supermarket covid sneeze cough touch anything panic get getting rush public space name shopping coronainkenya coronavirusinkenya coronavirusupdate kot
Stock up on food and cleaning supplies and stay home #Coronavirus,Neutral,1,stock food cleaning supply stay home coronavirus
"Hope nobody in Chicago needs beans, tuna, rice, bread, toilet paper or paper towels cuz  this was the paper products aisle today at the local grocery store  #coronapocalypse #coronavirus #TrumpVirus #Trump #WorstPresidentEver #MAGA #KAG #ImpeachTrumpAgain ",Positive,2,hope nobody chicago need bean tuna rice bread toilet paper paper towel cuz paper product aisle today local grocery store coronapocalypse coronavirus trumpvirus trump worstpresidentever maga kag impeachtrumpagain
"Day 1 of #coronapocalypse. Reporting from Alexandria, VA. Today I went to urgent care, a grocery store, and the pharmacy. Urgent care was empty (I was the only patient) and the stores were crazy packed. #Covid_19",Positive,2,day coronapocalypse reporting alexandria va today went urgent care grocery store pharmacy urgent care empty patient store crazy packed covid
"During this time of uncertainty, I really want to just thank those working that coffee stand and that grocery store. You don't get the luxury of working from home but yet your jobs maintain some semblance of normalcy for other people. #Covid_19",Positive,2,time uncertainty really want thank working coffee stand grocery store dont get luxury working home yet job maintain semblance normalcy people covid
"Boyfriend did the grocery store rounds today. I'm going to go stock up on cat food &amp; litter tonight. Preparing for anything, really. ???? #COVID19 #coronavirus",Neutral,1,boyfriend grocery store round today im going go stock cat food amp litter tonight preparing anything really covid coronavirus
"@MaddowBlog You know, we've got a lot of empty supermarket buildings, closed up malls, and other vacant buildings a such in this country. Why not appropriate these spaces for possible quarantine sites, Covid-19 testing centers, or emergency response HQ's.",Negative,0,maddowblog know weve got lot empty supermarket building closed mall vacant building country appropriate space possible quarantine site covid testing center emergency response hq
"New Jersey has 21 new cases of #Covid_19 confirmed. 50 cases total as of this moment.
NJ is also suspending any cut off of it's utilities notices. NJ is also awarding SNAP benefits to receive an extra 1/2 months of benefits so they can stock up on food items. 
Thank you, NJ.",Positive,2,new jersey new case covid confirmed case total moment nj also suspending cut utility notice nj also awarding snap benefit receive extra month benefit stock food item thank nj
"The government: Avoid large crowds. 

Us: lets all meet up at the grocery store!

#coronavirus #coronapocalypse #CoronaOutbreak #Covid_19 #CoronavirusPandemic",Negative,0,government avoid large crowd u lets meet grocery store coronavirus coronapocalypse coronaoutbreak covid coronaviruspandemic
"Latest from ?@AdobeInsights? on how peoples digital lives are being affected by #COVID19

How COVID-19 Is Impacting Online Shopping Behavior | Adobe Blog ",Negative,0,latest adobeinsights peoples digital life affected covid covid impacting online shopping behavior adobe blog
"As a joke, I was going to post a pic of a roll of TP captioning it yours for the low price of $100 but ppl are actually doing this for real. This panic buying is going to drive prices way up. We all need to calm down, no more panic buying #covid19Canada #panicbuying #Covid_19",Negative,0,joke going post pic roll tp captioning yours low price ppl actually real panic buying going drive price way need calm panic buying covidcanada panicbuying covid
"@KyleBrandt The Corona Tough Guys will be the same ones trying to cut long lines at the ER and starting fights at the supermarket. 

An idea to limit hospital over crowding: Anyone still spreading its just the flu, toughen up type messaging is n",Negative,0,kylebrandt corona tough guy one trying cut long line er starting fight supermarket idea limit hospital crowding anyone still spreading its flu toughen up type messaging n
"Ive stockpiled 120 days of food &amp; water. As Im of limited means, it wasnt easy. I should be able to ride out Covid-19.

1 problem, My neighbors are elderly people &amp; families of modest means. What kind of Christian would turn their back on these people? ",Negative,0,ive stockpiled day food amp water im limited mean wasnt easy able ride out covid problem neighbor elderly people amp family modest mean kind christian would turn back people
"Not thrilled about the craziness at the stores however I am liking these gas prices in Columbia, SC #lowgasprices #Covid_19 ",Negative,0,thrilled craziness store however liking gas price columbia sc lowgasprices covid
"With the #Coronavirus spreading, please take precaution when buying products. Scammers are taking this opportunity to pose as brands, products or people looking to steal your money. Visit ",Positive,2,coronavirus spreading please take precaution buying product scammer taking opportunity pose brand product people looking steal money visit
"Stop buying all the toilet paper.

Stop stockpiling groceries and household supplies. 

There's no shortage if everyone only takes what they need.

#coronavirus #COVID_19 #COVID19 

",Negative,0,stop buying toilet paper stop stockpiling grocery household supply there shortage everyone take need coronavirus covid covid
"Let me check flight prices, I personally dont fear #Covid_19 ke flu nyana daideng",Negative,0,let check flight price personally dont fear covid ke flu nyana daideng
BROOKLYN! This Key Food has MANY of the EPA approved #Covid_19 cleaners in stock. ,Positive,2,brooklyn key food many epa approved covid cleaner stock
"China has announced its Labor Day holiday this year will last for five days, as opposed to four days in 2019 and three days in 2018. Analysts say local tourism and online shopping will dominate holiday consumption amid the #COVID-19 epidemic. ",Positive,2,china announced labor day holiday year last five day opposed four day three day analyst say local tourism online shopping dominate holiday consumption amid covid epidemic
"Crowe's Gala in Sixmilebridge have implemented a quota on baby food ""in interest of fairness"". The shop has received an additional stock on Calpol and baby food.  ",Positive,2,crowes gala sixmilebridge implemented quota baby food interest fairness shop received additional stock calpol baby food
"#Coronavirus got you down? 
Do you have 401k statement jitters?
Maybe you're stuck in a long line at the grocery store? Or you're out prowling the streets for toilet paper? 

Well, forget all that because we announced our next guest... check it out! ",Negative,0,coronavirus got k statement jitter maybe youre stuck long line grocery store youre prowling street toilet paper well forget announced next guest check
"This is crazy, supermarket employees are telling about fist fights and being threatened by shoppers over stock...
#Covid_19 
#ZombieApocalypse ",Negative,0,crazy supermarket employee telling fist fight threatened shopper stock covid zombieapocalypse
They just closed every school in my County until April 13th. Another day passed and I didn't go to the grocery store because I heard all the shelves in the stores were bare.  Over it. #COVID2019 #TompkinsCountyNY,Neutral,1,closed every school county april th another day passed didnt go grocery store heard shelf store bare covid tompkinscountyny
"Via @NYDailyNews, U.S. stock exchanges experienced historic drops March 12 despite a $1.5 trillion cash infusion from the Federal Reserve: ",Neutral,1,via nydailynews u stock exchange experienced historic drop march despite trillion cash infusion federal reserve
The grocery store was out of every frozen vegetable except okra. Ive never related to a vegetable more than in that moment. #Covid_19 #coronavirus,Neutral,1,grocery store every frozen vegetable except okra ive never related vegetable moment covid coronavirus
"Wegmans, Shoprite, other retailers limit some purchases as coronavirus panic-buying hits Lehigh Valley   #Covid_19 
",Negative,0,wegmans shoprite retailer limit purchase coronavirus panicbuying hit lehigh valley covid
"I went to the grocery store today just to get my normal groceries and people were crawling over each other, yelling at each other, and being overall extremely rude to the staff, all due to #Covid_19. If this is what we can expect going forward, Im going to root for the virus.",Negative,0,went grocery store today get normal grocery people crawling yelling overall extremely rude staff due covid expect going forward im going root virus
Went to the grocery store today... panic shopping was so big @Walmart opened a 2nd register. #Covid_19 #coronavirus,Negative,0,went grocery store today panic shopping big walmart opened nd register covid coronavirus
,Negative,0,
So the country were I live is closing everything expected for supermarket and pharmacies during 2 weeks starting from tomorrow because of the #Covid_19,Neutral,1,country live closing everything expected supermarket pharmacy week starting tomorrow covid
"If you have the budget to stock up on food -- potentially having a pantry that can feed you all for weeks, a month, or longer, please think about others in the US who cannot afford to stock up.

You can help by buying extra to donate to food banks ASAP -- ",Positive,2,budget stock food potentially pantry feed week month longer please think others u afford stock help buying extra donate food bank asap
"This not the time to act selfish , don't go buying half of the grocery store just cause you are panicking. We are all together in this. 

#coronavirus #Covid_19 #TogetherWeAreBulletproof",Negative,0,time act selfish dont go buying half grocery store cause panicking together coronavirus covid togetherwearebulletproof
"Government NOW controls all sports,concerts,colleges, whether U can leave house, depleted all toilet paper, food. controls all travel. See how easy it was? Panic, hysteria complete control of whole world over a virus. All freedom gone overnight. #Covid_19 #CoronavirusPandemic",Positive,2,government control sportsconcertscolleges whether u leave house depleted toilet paper food control travel see easy panic hysteria complete control whole world virus freedom gone overnight covid coronaviruspandemic
"I live in Italy where currently we are not allowed to leave our houses except for the supermarket and I already witnessed a lot of rudeness and selfishness among the people. I pray that people realize that the most important thing now is empathy and helpfulness

#Covid_19 #Corona",Positive,2,live italy currently allowed leave house except supermarket already witnessed lot rudeness selfishness among people pray people realize important thing empathy helpfulness covid corona
I'm in the grocery store. Baby wipes are almost gone. Please save baby wipes for babies!  #coronavirus Da Baby #COVID2019 #COVID19 #coronapocalypse #CoronaOutbreak,Positive,2,im grocery store baby wipe almost gone please save baby wipe baby coronavirus da baby covid covid coronapocalypse coronaoutbreak
"Friday evening funny ? 
(And seriously I want to thank ALL healthcare, grocery store and service industry workers working hard 24/7 ??????)
#Covid_19 
#FridayVibes 
#FridayThe13th ",Positive,2,friday evening funny seriously want thank healthcare grocery store service industry worker working hard covid fridayvibes fridaytheth
#Covid_19 Settle down people. Saw this at my grocery store just now. #TraderJoes needs to post this on their front door. #COVID19US ,Neutral,1,covid settle people saw grocery store traderjoes need post front door covidus
COVID-19 has me shopping online for home delivery. SAVE with Rakuten &amp; earn cash back!!  I love getting Cash Back and think you will too! Join for free and get $10 when you spend $25.  ,Positive,2,covid shopping online home delivery save rakuten amp earn cash back love getting cash back think join free get spend
I am in the Italian city farthest from the sea and as every day the local supermarket got fresh fish and seafood today (except for lobsters). #Italy #Covid_19 ,Positive,2,italian city farthest sea every day local supermarket got fresh fish seafood today except lobster italy covid
"remember that burrito chain w/the $350 stock the 1 that couldn't properly contain e-coli? &amp; only now w/#Covid_19 have they changed their tune, it's time gov close fast food down or #mandate #sick #leave now! cc: @ChipotleTweets | ",Neutral,1,remember burrito chain wthe stock couldnt properly contain ecoli amp wcovid changed tune time gov close fast food mandate sick leave cc chipotletweets
My wife came back from the grocery store with rice &amp; coconuts so we should be good. #Covid_19 #Survivor ,Positive,2,wife came back grocery store rice amp coconut good covid survivor
"As expected, got my first email from local grocery store that express pick up is experiencing higher than usual demand. This will be the norm for quite some time now. #Covid_19",Negative,0,expected got first email local grocery store express pick experiencing higher usual demand norm quite time covid
Tommorow all bars have to close in Belgium ??. So what do they do tonight? Organizing #lockdown parties with reduced beer prices! #crazy #insane #COVID2019 #CoronaOutbreak #COVID19BE,Positive,2,tommorow bar close belgium tonight organizing lockdown party reduced beer price crazy insane covid coronaoutbreak covidbe
This Friday the 13th is a nightmare for supermarket employees. People are panic buying a day after Duterte announced an NCR lockdown. Carts are filled w/ all sorts of noodles. I guess these Metro Manila residents will be on pancit canton/bihon diet for a month #Covid_19 ,Negative,0,friday th nightmare supermarket employee people panic buying day duterte announced ncr lockdown cart filled w sort noodle guess metro manila resident pancit cantonbihon diet month covid
"Items such as toilet roll, tinned food &amp; hand sanitiser have been disappearing from supermarket shelves.

The gov have told us supply chains are robust, and warned that panic buying could create problems.

Experts joined us to talk about this issue.

",Negative,0,item toilet roll tinned food amp hand sanitiser disappearing supermarket shelf gov told u supply chain robust warned panic buying could create problem expert joined u talk issue
"Switzerland is not doing enough as retail, post, banks, grocery store, convenient outlets, publ. transport. operate as normal.  No protection of their workers and its customers.  Meanwhile, the COVID-19 is on its race track.  @grunliberale Shouldn't a popular party get the grit!",Positive,2,switzerland enough retail post bank grocery store convenient outlet publ transport operate normal protection worker customer meanwhile covid race track grunliberale shouldnt popular party get grit
Anyone with information about price-gouging call (800) 432-2310 to request a paper complaint form be sent by mail or file a complaint with the Attorney Generals Consumer Protection Division online at ,Negative,0,anyone information pricegouging call request paper complaint form sent mail file complaint attorney generals consumer protection division online
"People that are panic buying are just falling into another world gone mad phases.

This weeks shopping food, I got one or two extra bits but not overboard like Im seeing online! ?? #Covid_19",Negative,0,people panic buying falling another world gone mad phase weeks shopping food got one two extra bit overboard like im seeing online covid
"Scenes from inside my local supermarket, scary #CoronavirusPandemic #Covid_19 #COVID_19uk #Fallout ",Negative,0,scene inside local supermarket scary coronaviruspandemic covid coviduk fallout
Trader Joes is the retail space at my work &amp; there is an hour and a half wait just to ENTER their mostly empty store... #coronavirus ?,Negative,0,trader joes retail space work amp hour half wait enter mostly empty store coronavirus
Gas prices dropping and airline tickets practically free. Yet everything that would be fun to see or do is cancelled. #coronavirus #Covid_19 #panic #fml,Positive,2,gas price dropping airline ticket practically free yet everything would fun see cancelled coronavirus covid panic fml
"based on reports grocery store reports, Im doomed! Wife not dooms day prep-per, usually keeps enough food for next 24hrs ?#Covid_19",Negative,0,based report grocery store report im doomed wife doom day prepper usually keep enough food next hrs covid
I hope when this #Covid_19 is under control that we all might consider that millions live with fear of untreatable disease all there life...and dont have a supermarket for handwash toilet roll &amp; pasta. Maybe this is a wake up call for all of us. No human deserves this ???,Negative,0,hope covid control might consider million live fear untreatable disease lifeand dont supermarket handwash toilet roll amp pasta maybe wake call u human deserves
Went shopping at 7:15 am and Im so glad I did ?? like this #coronavirus I dont know what to expect and I rather be safe then sorry next week I also ordered more wine online because the 2 boxes of wine might not be enough ,Positive,2,went shopping im glad like coronavirus dont know expect rather safe sorry next week also ordered wine online box wine might enough
"#BREAKING: Ontario's chief medical officer Dr. David Williams says to ""avoid all non-essential travel outside of Canada"" and the ""immediate suspension"" of all gatherings over 250 people because of the risks of #COVID19.  ",Negative,0,breaking ontario chief medical officer dr david williams say avoid nonessential travel outside canada immediate suspension gathering people risk covid
"Just went to the supermarket

Full of food

10 people max 

Easy

What's wrong with where you dweebs live? 

#Covid_19",Negative,0,went supermarket full food people max easy whats wrong dweeb live covid
"The #Covid_19 continues to spread, the travel industry takes a hit! Major Airlines drop #ticket prices by significant amounts.",Negative,0,covid continues spread travel industry take hit major airline drop ticket price significant amount
"Coronavirus: EasyJet waives change fees as flights are cancelled:

Flexible policy applies until further notice

",Neutral,1,coronavirus easyjet waif change fee flight cancelled flexible policy applies until notice
"The global spread of the #COVID_19 pandemic and the accompanying sluggish market demand will limit the growth of #memory prices in 2H20, with #NAND_Flash prices potentially going into a decline !
",Negative,0,global spread covid pandemic accompanying sluggish market demand limit growth memory price h nandflash price potentially going decline
"#Covid-19 what is the flip side? Is physical shopping coming down and #ecommerce ommerce picking up? Online e-retailers will leverage this situation to their advantage, and it will be a sensible thing to do. 

",Positive,2,covid flip side physical shopping coming ecommerce ommerce picking online eretailers leverage situation advantage sensible thing
"@rte @rtenews Very clear and concise, brilliant information. I was at the supermarket at lunchtime and it is being treated like a holiday, children everywhere running around playing with each other in the aisles.  Parents need to take personal responsibil",Positive,2,rte rtenews clear concise brilliant information supermarket lunchtime treated like holiday child everywhere running around playing aisle parent need take personal responsibil
"We may have no food because we have no space to hoard tinned tuna. But we have 48 extra long rolls of recycled toilet paper. #DownUnder #loorollshortage #covid_19
.
.
.
TBH we were not buying out of panic it's our ",Negative,0,may food space hoard tinned tuna extra long roll recycled toilet paper downunder loorollshortage covid tbh buying panic
"Tulkoff is committed to taking the necessary safety to precautions to limit the spread of COVID-19. Therefore, we have temporarily suspended retail sales via our online store. We apologize for any inconvenience this may cause &amp; will keep you updated on the status of our store. ",Negative,0,tulkoff committed taking necessary safety precaution limit spread covid therefore temporarily suspended retail sale via online store apologize inconvenience may cause amp keep updated status store
"In the chaos at the grocery store, I just saw a guy buy 20 2 liters of Diet Pepsi. #Covid_19",Negative,0,chaos grocery store saw guy buy liter diet pepsi covid
"Say it isnt so @ShopprsDrugMart!

#ShoppersDrugMart hikes prices beyond belief amid #coronavirus #pandemic ",Neutral,1,say isnt shopprsdrugmart shoppersdrugmart hike price beyond belief amid coronavirus pandemic
"#sriLankans making personal supermarket at home by buying everything in markets?no rice to buy in near local or supermarket when we ask why they said people brought 10-12 kilos due to #Covid_19 fear, seriously still only 2 cases y'all act like 200 infected, stupid as it best????? ",Negative,0,srilankans making personal supermarket home buying everything marketsno rice buy near local supermarket ask said people brought kilo due covid fear seriously still case yall act like infected stupid best
"At first, I'll be honest I wasn't worried at all. Now after visiting the grocery store, seeing people panic and everybody with sanitizing wipes in their hand, I'm now beginning to fear #Covid_19.  #CoronaVirus #TysTakeToday",Negative,0,first ill honest wasnt worried visiting grocery store seeing people panic everybody sanitizing wipe hand im beginning fear covid coronavirus tystaketoday
My last day of consumer lending training better not get cancelled tomorrow. #Covid_19,Positive,2,last day consumer lending training better get cancelled tomorrow covid
@Johnson4Dallas @CityOfDallas It just takes 1 person at a party or a grocery store. But banning large gatherings is a start. Thank you. This virus is airborne and stays on surfaces so start cleaning the city like China and South Korea did. #dallas #dallas,Positive,2,johnsondallas cityofdallas take person party grocery store banning large gathering start thank virus airborne stay surface start cleaning city like china south korea dallas dallas
"We're concerned...please help us support our local businesses, many of whom have online shopping platforms. We will get through this!!
#CoronavirusPandemic #coronavirus #COVID2019 #Bellingham #pnw #localbusiness #ShopLocal ",Positive,2,concernedplease help u support local business many online shopping platform get coronaviruspandemic coronavirus covid bellingham pnw localbusiness shoplocal
"COVID-19 isn't the only thing altering shopping habits. Interesting article about how consumer behaviour is changing thanks to technology.

#shopping #technology #fintech 

",Positive,2,covid isnt thing altering shopping habit interesting article consumer behaviour changing thanks technology shopping technology fintech
How many @amazon warehouse workers die before they stop shipping stuff? How many of us will get #Covid_19 from the virus being transmitted by our deliveries? I wonder this but I'll probably keep ordering stuff to avoid going out to the store &amp; because consumer therapy is a thing.,Negative,0,many amazon warehouse worker die stop shipping stuff many u get covid virus transmitted delivery wonder ill probably keep ordering stuff avoid going store amp consumer therapy thing
